"";"V1"
"482";8
"483";6
"484";0
"485";0
"486";10
"487";6
"488";0
"489";3
"490";2
"491";0
"492";8
"493";10
"494";7
"495";6
"496";6
"497";0
"498";10
"499";3
"500";3
"501";10
"502";3
"503";7
"504";4
"505";1
"506";6
"507";6
"508";6
"509";7
"510";10
"511";0
"512";0
"513";6
"514";0
"515";0
"516";10
"517";8
"518";6
"519";6
"520";0
"521";10
"522";0
"523";6
"524";6
"525";4
"526";7
"527";8
"528";8
"529";0
"530";2
"531";6
"532";7
"533";1
"534";6
"535";3
"536";0
"537";8
"538";10
"539";8
"540";7
"541";8
"542";10
"543";6
"544";0
"545";0
"546";4
"547";0
"548";8
"549";0
"550";2
"551";6
"552";2
"553";1
"554";10
"555";2
"556";6
"557";10
"558";3
"559";7
"560";10
"561";10
"562";7
"563";0
"564";0
"565";7
"566";5
"567";10
"568";8
"569";6
"570";5
"571";2
"572";0
"573";8
"574";4
"575";0
"576";4
"577";10
"578";10
"579";0
"580";7
"581";6
"582";1
"583";4
"584";10
"585";0
"586";0
"587";2
"588";5
"589";1
"590";7
"591";8
"592";5
"593";6
"594";2
"595";10
"596";6
"597";4
"598";0
"599";0
"600";0
"601";10
"602";0
"603";6
"604";10
"605";0
"606";10
"607";10
"608";7
"609";8
"610";5
"611";10
"612";8
"613";6
"614";6
"615";1
"616";8
"617";5
"618";10
"619";0
"620";10
"621";9
"622";4
"623";6
"624";0
"625";6
"626";10
"627";10
"628";1
"629";0
"630";8
"631";6
"632";0
"633";2
"634";0
"635";7
"636";0
"637";7
"638";0
"639";6
"640";6
"641";6
"642";5
"643";2
"644";10
"645";0
"646";10
"647";6
"648";0
"649";6
"650";10
"651";10
"652";7
"653";5
"654";5
"655";2
"656";6
"657";7
"658";6
"659";0
"660";4
"661";1
"662";0
"663";6
"664";4
"665";10
"666";2
"667";4
"668";3
"669";5
"670";0
"671";6
"672";0
"673";10
"674";2
"675";0
"676";10
"677";10
"678";6
"679";8
"680";8
"681";10
"682";6
"683";5
"684";0
"685";0
"686";10
"687";8
"688";7
"689";0
"690";2
"691";10
"692";0
"693";10
"694";10
"695";5
"696";6
"697";6
"698";10
"699";2
"700";1
"701";8
"702";8
"703";6
"704";0
"705";10
"706";6
"707";1
"708";7
"709";2
"710";8
"711";0
"712";7
"713";0
"714";0
"715";2
"716";8
"717";1
"718";0
"719";10
"720";5
"721";0
"722";0
"723";1
"724";0
"725";1
"726";6
"727";2
"728";0
"729";0
"730";7
"731";8
"732";2
"733";0
"734";0
"735";8
"736";1
"737";10
"738";8
"739";0
"740";6
"741";1
"742";6
"743";10
"744";5
"745";8
"746";8
"747";0
"748";7
"749";10
"750";10
"751";7
"752";8
"753";2
"754";9
"755";10
"756";8
"757";1
"758";0
"759";8
"760";8
"761";0
"762";8
"763";1
"764";1
"765";8
"766";0
"767";4
"768";4
"769";6
"770";5
"771";5
"772";0
"773";10
"774";3
"775";0
"776";0
"777";1
"778";10
"779";6
"780";10
"781";5
"782";0
"783";0
"784";0
"785";6
"786";5
"787";6
"788";8
"789";7
"790";9
"791";6
"792";1
"793";7
"794";10
"795";10
"796";0
"797";4
"798";1
"799";3
"800";6
"801";10
"802";6
"803";10
"804";6
"805";10
"806";10
"807";1
"808";10
"809";8
"810";2
"811";2
"812";5
"813";6
"814";0
"815";8
"816";0
"817";5
"818";8
"819";2
"820";1
"821";2
"822";10
"823";2
"824";10
"825";4
"826";8
"827";5
"828";6
"829";10
"830";8
"831";1
"832";0
"833";0
"834";1
"835";7
"836";2
"837";7
"838";8
"839";8
"840";0
"841";6
"842";0
"843";0
"844";0
"845";10
"846";4
"847";2
"848";3
"849";6
"850";6
"851";8
"852";1
"853";10
"854";10
"855";0
"856";10
"857";4
"858";8
"859";5
"860";10
"861";5
"862";0
"863";7
"864";1
"865";1
"866";0
"867";6
"868";7
"869";4
"870";0
"871";0
"872";8
"873";0
"874";2
"875";8
"876";2
"877";10
"878";8
"879";0
"880";1
"881";3
"882";3
"883";2
"884";8
"885";10
"886";4
"887";8
"888";0
"889";8
"890";10
"891";10
"892";0
"893";6
"894";4
"895";8
"896";1
"897";6
"898";6
"899";8
"900";0
"901";7
"902";2
"903";10
"904";10
"905";6
"906";8
"907";8
"908";10
"909";10
"910";1
"911";2
"912";6
"913";8
"914";6
"915";0
"916";9
"917";7
"918";8
"919";1
"920";8
"921";8
"922";0
"923";10
"924";3
"925";8
"926";8
"927";0
"928";7
"929";7
"930";1
"931";10
"932";4
"933";0
"934";2
"935";10
"936";0
"937";3
"938";6
"939";7
"940";1
"941";3
"942";0
"943";0
"944";0
"945";10
"946";1
"947";0
"948";8
"949";2
"950";8
"951";0
"952";10
"953";2
"954";3
"955";2
"956";1
"957";6
"958";9
"959";6
"960";1
"961";1
"962";0
"963";7
"964";2
"965";7
"966";8
"967";2
"968";0
"969";10
"970";0
"971";6
"972";7
"973";5
"974";10
"975";10
"976";6
"977";8
"978";9
"979";8
"980";8
"981";1
"982";0
"983";5
"984";7
"985";5
"986";0
"987";8
"988";8
"989";8
"990";0
"991";10
"992";8
"993";0
"994";6
"995";5
"996";0
"997";3
"998";9
"999";8
"1000";2
"1001";0
"1002";10
"1003";8
"1004";1
"1005";5
"1006";3
"1007";1
"1008";0
"1009";0
"1010";3
"1011";0
"1012";1
"1013";1
"1014";0
"1015";9
"1016";0
"1017";2
"1018";0
"1019";5
"1020";6
"1021";6
"1022";1
"1023";1
"1024";7
"1025";6
"1026";10
"1027";8
"1028";0
"1029";0
"1030";3
"1031";6
"1032";3
"1033";10
"1034";8
"1035";7
"1036";7
"1037";8
"1038";6
"1039";7
"1040";0
"1041";3
"1042";0
"1043";5
"1044";7
"1045";7
"1046";4
"1047";8
"1048";6
"1049";6
"1050";1
"1051";5
"1052";5
"1053";0
"1054";8
"1055";4
"1056";0
"1057";10
"1058";3
"1059";10
"1060";6
"1061";7
"1062";6
"1063";1
"1064";3
"1065";1
"1066";5
"1067";0
"1068";8
"1069";10
"1070";8
"1071";6
"1072";1
"1073";0
"1074";5
"1075";6
"1076";8
"1077";8
"1078";10
"1079";8
"1080";8
"1081";3
"1082";10
"1083";2
"1084";9
"1085";1
"1086";9
"1087";6
"1088";8
"1089";6
"1090";10
"1091";3
"1092";0
"1093";9
"1094";4
"1095";8
"1096";8
"1097";6
"1098";10
"1099";1
"1100";6
"1101";5
"1102";6
"1103";0
"1104";6
"1105";1
"1106";8
"1107";0
"1108";7
"1109";1
"1110";5
"1111";1
"1112";6
"1113";2
"1114";8
"1115";0
"1116";6
"1117";6
"1118";2
"1119";10
"1120";8
"1121";6
"1122";6
"1123";0
"1124";8
"1125";0
"1126";7
"1127";7
"1128";10
"1129";0
"1130";0
"1131";8
"1132";10
"1133";10
"1134";0
"1135";10
"1136";7
"1137";0
"1138";10
"1139";10
"1140";6
"1141";1
"1142";8
"1143";0
"1144";8
"1145";7
"1146";0
"1147";9
"1148";10
"1149";10
"1150";9
"1151";8
"1152";1
"1153";4
"1154";5
"1155";6
"1156";1
"1157";2
"1158";0
"1159";3
"1160";6
"1161";1
"1162";5
"1163";3
"1164";6
"1165";0
"1166";1
"1167";9
"1168";0
"1169";10
"1170";1
"1171";8
"1172";6
"1173";0
"1174";6
"1175";10
"1176";10
"1177";0
"1178";5
"1179";3
"1180";8
"1181";8
"1182";7
"1183";7
"1184";10
"1185";9
"1186";0
"1187";10
"1188";10
"1189";1
"1190";8
"1191";6
"1192";6
"1193";7
"1194";1
"1195";8
"1196";0
"1197";6
"1198";1
"1199";6
"1200";9
"1201";8
"1202";0
"1203";8
"1204";1
"1205";1
"1206";2
"1207";5
"1208";0
"1209";2
"1210";8
"1211";3
"1212";0
"1213";10
"1214";6
"1215";1
"1216";9
"1217";8
"1218";2
"1219";5
"1220";6
"1221";9
"1222";7
"1223";9
"1224";6
"1225";1
"1226";8
"1227";10
"1228";9
"1229";10
"1230";3
"1231";1
"1232";8
"1233";1
"1234";0
"1235";5
"1236";6
"1237";6
"1238";8
"1239";7
"1240";1
"1241";10
"1242";6
"1243";10
"1244";0
"1245";1
"1246";0
"1247";10
"1248";7
"1249";2
"1250";10
"1251";8
"1252";8
"1253";4
"1254";10
"1255";3
"1256";2
"1257";10
"1258";6
"1259";0
"1260";9
"1261";0
"1262";6
"1263";7
"1264";9
"1265";6
"1266";0
"1267";7
"1268";1
"1269";0
"1270";7
"1271";8
"1272";6
"1273";10
"1274";1
"1275";6
"1276";0
"1277";0
"1278";10
"1279";10
"1280";9
"1281";8
"1282";10
"1283";0
"1284";0
"1285";10
"1286";8
"1287";10
"1288";10
"1289";10
"1290";6
"1291";3
"1292";10
"1293";0
"1294";7
"1295";6
"1296";5
"1297";8
"1298";5
"1299";10
"1300";8
"1301";10
"1302";7
"1303";10
"1304";0
"1305";10
"1306";2
"1307";6
"1308";2
"1309";10
"1310";2
"1311";0
"1312";8
"1313";0
"1314";5
"1315";4
"1316";8
"1317";7
"1318";0
"1319";0
"1320";0
"1321";9
"1322";3
"1323";9
"1324";1
"1325";1
"1326";6
"1327";10
"1328";0
"1329";7
"1330";1
"1331";10
"1332";7
"1333";8
"1334";10
"1335";1
"1336";1
"1337";6
"1338";3
"1339";6
"1340";2
"1341";10
"1342";8
"1343";5
"1344";6
"1345";2
"1346";1
"1347";8
"1348";1
"1349";0
"1350";6
"1351";8
"1352";1
"1353";9
"1354";1
"1355";10
"1356";6
"1357";5
"1358";8
"1359";5
"1360";4
"1361";4
"1362";0
"1363";5
"1364";10
"1365";5
"1366";0
"1367";6
"1368";8
"1369";0
"1370";0
"1371";8
"1372";10
"1373";1
"1374";0
"1375";8
"1376";7
"1377";7
"1378";2
"1379";5
"1380";10
"1381";0
"1382";8
"1383";5
"1384";7
"1385";6
"1386";9
"1387";3
"1388";10
"1389";10
"1390";7
"1391";1
"1392";0
"1393";6
"1394";1
"1395";8
"1396";8
"1397";3
"1398";8
"1399";2
"1400";9
"1401";9
"1402";0
"1403";0
"1404";0
"1405";8
"1406";5
"1407";5
"1408";2
"1409";8
"1410";2
"1411";0
"1412";7
"1413";6
"1414";6
"1415";10
"1416";6
"1417";1
"1418";6
"1419";0
"1420";1
"1421";8
"1422";8
"1423";6
"1424";0
"1425";2
"1426";10
"1427";1
"1428";6
"1429";7
"1430";0
"1431";10
"1432";10
"1433";0
"1434";0
"1435";1
"1436";7
"1437";7
"1438";0
"1439";6
"1440";10
"1441";0
"1442";0
"1443";3
"1444";7
"1445";0
"1446";3
"1447";8
"1448";8
"1449";8
"1450";7
"1451";0
"1452";8
"1453";4
"1454";3
"1455";1
"1456";0
"1457";10
"1458";5
"1459";1
"1460";10
"1461";3
"1462";5
"1463";6
"1464";8
"1465";2
"1466";8
"1467";10
"1468";7
"1469";0
"1470";3
"1471";0
"1472";4
"1473";8
"1474";2
"1475";0
"1476";10
"1477";8
"1478";0
"1479";10
"1480";1
"1481";8
"1482";5
"1483";8
"1484";1
"1485";10
"1486";0
"1487";6
"1488";0
"1489";10
"1490";4
"1491";10
"1492";0
"1493";5
"1494";0
"1495";8
"1496";5
"1497";1
"1498";6
"1499";9
"1500";10
"1501";5
"1502";5
"1503";1
"1504";8
"1505";0
"1506";0
"1507";2
"1508";0
"1509";0
"1510";8
"1511";9
"1512";2
"1513";8
"1514";10
"1515";8
"1516";8
"1517";10
"1518";7
"1519";6
"1520";10
"1521";8
"1522";10
"1523";5
"1524";8
"1525";7
"1526";3
"1527";1
"1528";7
"1529";0
"1530";2
"1531";7
"1532";10
"1533";10
"1534";8
"1535";10
"1536";5
"1537";0
"1538";1
"1539";3
"1540";8
"1541";9
"1542";7
"1543";4
"1544";10
"1545";6
"1546";8
"1547";7
"1548";7
"1549";10
"1550";2
"1551";8
"1552";2
"1553";6
"1554";0
"1555";4
"1556";0
"1557";6
"1558";6
"1559";6
"1560";7
"1561";8
"1562";9
"1563";6
"1564";0
"1565";3
"1566";6
"1567";4
"1568";0
"1569";7
"1570";0
"1571";0
"1572";5
"1573";4
"1574";1
"1575";8
"1576";10
"1577";6
"1578";6
"1579";0
"1580";10
"1581";8
"1582";5
"1583";1
"1584";6
"1585";1
"1586";0
"1587";0
"1588";8
"1589";7
"1590";8
"1591";5
"1592";0
"1593";10
"1594";10
"1595";1
"1596";1
"1597";8
"1598";0
"1599";8
"1600";6
"1601";10
"1602";8
"1603";7
"1604";10
"1605";3
"1606";4
"1607";8
"1608";0
"1609";10
"1610";3
"1611";1
"1612";2
"1613";0
"1614";8
"1615";10
"1616";7
"1617";0
"1618";9
"1619";8
"1620";10
"1621";8
"1622";6
"1623";0
"1624";8
"1625";7
"1626";7
"1627";8
"1628";8
"1629";0
"1630";6
"1631";2
"1632";0
"1633";6
"1634";0
"1635";0
"1636";4
"1637";0
"1638";9
"1639";10
"1640";10
"1641";1
"1642";8
"1643";3
"1644";6
"1645";8
"1646";0
"1647";6
"1648";7
"1649";10
"1650";10
"1651";10
"1652";3
"1653";7
"1654";7
"1655";7
"1656";7
"1657";10
"1658";5
"1659";1
"1660";6
"1661";6
"1662";10
"1663";8
"1664";5
"1665";0
"1666";6
"1667";10
"1668";1
"1669";7
"1670";10
"1671";8
"1672";5
"1673";10
"1674";0
"1675";3
"1676";6
"1677";7
"1678";9
"1679";2
"1680";7
"1681";0
"1682";1
"1683";0
"1684";10
"1685";8
"1686";8
"1687";5
"1688";8
"1689";0
"1690";10
"1691";6
"1692";10
"1693";5
"1694";7
"1695";8
"1696";2
"1697";9
"1698";10
"1699";10
"1700";4
"1701";1
"1702";1
"1703";10
"1704";10
"1705";1
"1706";6
"1707";8
"1708";1
"1709";6
"1710";10
"1711";2
"1712";10
"1713";8
"1714";6
"1715";4
"1716";0
"1717";0
"1718";8
"1719";7
"1720";10
"1721";8
"1722";0
"1723";1
"1724";4
"1725";0
"1726";0
"1727";7
"1728";6
"1729";7
"1730";8
"1731";5
"1732";0
"1733";0
"1734";0
"1735";6
"1736";8
"1737";1
"1738";6
"1739";10
"1740";5
"1741";8
"1742";6
"1743";0
"1744";9
"1745";6
"1746";1
"1747";1
"1748";10
"1749";0
"1750";1
"1751";1
"1752";3
"1753";2
"1754";10
"1755";1
"1756";0
"1757";8
"1758";2
"1759";2
"1760";1
"1761";8
"1762";0
"1763";0
"1764";9
"1765";8
"1766";2
"1767";8
"1768";10
"1769";8
"1770";7
"1771";10
"1772";10
"1773";7
"1774";4
"1775";0
"1776";2
"1777";1
"1778";2
"1779";3
"1780";9
"1781";7
"1782";7
"1783";10
"1784";1
"1785";9
"1786";6
"1787";1
"1788";5
"1789";8
"1790";2
"1791";0
"1792";1
"1793";2
"1794";10
"1795";0
"1796";5
"1797";0
"1798";2
"1799";0
"1800";4
"1801";0
"1802";8
"1803";10
"1804";10
"1805";10
"1806";6
"1807";2
"1808";6
"1809";8
"1810";4
"1811";0
"1812";0
"1813";0
"1814";8
"1815";0
"1816";1
"1817";8
"1818";6
"1819";8
"1820";8
"1821";1
"1822";1
"1823";2
"1824";0
"1825";10
"1826";6
"1827";8
"1828";0
"1829";0
"1830";3
"1831";5
"1832";7
"1833";10
"1834";8
"1835";10
"1836";0
"1837";0
"1838";0
"1839";6
"1840";5
"1841";1
"1842";8
"1843";6
"1844";6
"1845";8
"1846";7
"1847";4
"1848";10
"1849";10
"1850";8
"1851";6
"1852";3
"1853";0
"1854";9
"1855";2
"1856";6
"1857";5
"1858";6
"1859";1
"1860";8
"1861";9
"1862";10
"1863";1
"1864";9
"1865";6
"1866";8
"1867";0
"1868";7
"1869";8
"1870";0
"1871";10
"1872";0
"1873";8
"1874";6
"1875";6
"1876";0
"1877";8
"1878";5
"1879";0
"1880";2
"1881";10
"1882";7
"1883";5
"1884";6
"1885";1
"1886";0
"1887";10
"1888";8
"1889";6
"1890";1
"1891";10
"1892";10
"1893";7
"1894";0
"1895";6
"1896";6
"1897";5
"1898";6
"1899";0
"1900";7
"1901";7
"1902";8
"1903";10
"1904";4
"1905";10
"1906";1
"1907";1
"1908";0
